pattern,support
"[1, 2, 3, 6, 7, 5, 4]",31.6579660578
"[1, 2, 3, 6, 7, 8, 4, 5]",2.5537916378
"[1, 2, 3, 6, 7, 8, 5, 4]",7.4441385242
"[1, 2, 3, 6, 7, 9, 8, 5, 4]",2.2909325310
"[1, 2, 3, 6, 8, 5, 4, 7]",2.2133311155
"[1, 2, 3, 6, 8, 7, 4, 5, 9, 10]",3.6587266649
"[1, 2, 3, 6, 8, 7, 4, 5, 9]",4.1448793621
"[1, 2, 3, 6, 8, 7, 4, 5]",7.5850711465
"[1, 2, 3, 6, 8, 7, 5, 4]",11.0974802711
"[1, 2, 3, 6, 9, 7, 4, 5, 10, 11, 8]",2.3133125964
"[1, 2, 3, 7, 4, 5, 6, 8]",5.1239838004
"[1, 2, 3, 7, 4, 5, 6]",9.4563932537
"[1, 2, 3, 7, 4, 5, 8, 6]",2.6479906628
"[1, 2, 3, 7, 4, 6, 5]",9.2883425076
"[1, 2, 3, 7, 5, 4, 6, 8, 9]",2.1181449897
"[1, 2, 3, 7, 5, 4, 6, 8]",5.3335739748
"[1, 2, 3, 7, 5, 4, 6]",9.8001230411
"[1, 2, 3, 7, 5, 4, 8, 6]",3.1696746609
"[1, 2, 3, 7, 5, 4, 9, 6, 8, 10]",2.2109163542
"[1, 2, 3, 7, 5, 4, 9, 6, 8]",2.2108204213
"[1, 2, 3, 7, 5, 6, 4, 8]",3.2440325476
"[1, 2, 3, 7, 5, 6, 4]",11.5031294978
"[1, 2, 3, 7, 5, 6, 8, 4]",3.7170445741
"[1, 2, 3, 7, 5, 8, 4, 6]",2.7078882630
"[1, 2, 3, 7, 6, 4, 5, 8]",2.4640051284
"[1, 2, 3, 7, 6, 4, 5]",11.2472175716
"[1, 2, 3, 7, 6, 5, 4, 8]",2.8844653744
"[1, 2, 3, 7, 6, 5, 4]",16.3679854487
"[1, 2, 3, 7, 6, 8, 4, 5]",2.4774006476
"[1, 2, 3, 7, 6, 8, 9, 5, 4]",4.4025591243
"[1, 2, 3, 7, 8, 5, 4, 6]",2.2348964089
"[1, 2, 3, 7, 8, 5, 6, 4]",2.4639746721
"[1, 2, 3, 7, 8, 6, 4, 5]",7.3037693638
"[1, 2, 3, 7, 8, 6, 5, 4]",2.5670451658
"[1, 2, 3, 7, 9, 8, 6, 5, 4]",2.0987763707
"[1, 2, 3, 8, 4, 6, 5, 7]",2.0213915546
"[1, 2, 3, 8, 5, 4, 6, 7, 9, 10]",2.1312942235
"[1, 2, 3, 8, 5, 4, 6, 7, 9]",2.1312017455
"[1, 2, 3, 8, 5, 4, 6, 7]",2.1311092715
"[1, 2, 3, 8, 5, 7, 6, 4]",2.4749927388
"[1, 2, 3, 8, 6, 4, 5, 7]",2.3504283873
"[1, 2, 3, 8, 6, 7, 4, 5]",2.2025053671
"[1, 2, 3, 8, 7, 5, 4, 6]",3.9540350076
"[1, 2, 3]",4154.5574982221
"[1, 2, 4, 3, 5, 6, 7, 8, 10, 9]",5.3577788480
"[1, 2, 4, 3, 5, 6, 7, 8, 9, 10, 11, 12]",2.1631140052
"[1, 2, 4, 3, 5, 6, 7, 8, 9, 10, 11]",3.8878566144
"[1, 2, 4, 3, 5, 6, 7, 8, 9, 10]",9.0042625619
"[1, 2, 4, 3, 5, 6, 7, 8, 9, 11, 10]",2.0370659768
"[1, 2, 4, 3, 5, 6, 7, 8, 9]",21.1027980040
"[1, 2, 4, 3, 5, 6, 7, 8]",45.4482042984
"[1, 2, 4, 3, 5, 6, 7, 9, 10, 8]",3.3326297997
"[1, 2, 4, 3, 5, 6, 7, 9, 11, 10, 8]",2.6369332722
"[1, 2, 4, 3, 5, 6, 7, 9, 8, 10]",4.9741404635
"[1, 2, 4, 3, 5, 6, 7, 9, 8, 11, 10]",2.0221375722
"[1, 2, 4, 3, 5, 6, 7, 9, 8]",15.9536087833
"[1, 2, 4, 3, 5, 6, 7]",105.7577967357
"[1, 2, 4, 3, 5, 6, 8, 10, 9, 7]",4.8836588516
"[1, 2, 4, 3, 5, 6, 8, 7, 10, 9]",2.5993647046
"[1, 2, 4, 3, 5, 6, 8, 7, 9, 10]",8.4883342685
"[1, 2, 4, 3, 5, 6, 8, 7, 9, 11, 10]",4.1714089799
"[1, 2, 4, 3, 5, 6, 8, 7, 9]",14.4371055358
"[1, 2, 4, 3, 5, 6, 8, 7]",28.5554782120
"[1, 2, 4, 3, 5, 6, 8, 9, 10, 7]",2.1435614310
"[1, 2, 4, 3, 5, 6, 8, 9, 7]",3.4640596738
"[1, 2, 4, 3, 5, 6, 9, 7, 8, 10]",2.6631672256
"[1, 2, 4, 3, 5, 6, 9, 7, 8]",3.5584217983
"[1, 2, 4, 3, 5, 6, 9, 8, 10, 7]",2.4023754405
"[1, 2, 4, 3, 5, 6, 9, 8, 7]",2.4794724517
"[1, 2, 4, 3, 5, 6]",202.8205903405
"[1, 2, 4, 3, 5, 7, 6, 8, 10, 9]",3.1509938151
"[1, 2, 4, 3, 5, 7, 6, 8, 9, 10]",3.0036983008
"[1, 2, 4, 3, 5, 7, 6, 8, 9]",6.1544250605
"[1, 2, 4, 3, 5, 7, 6, 8]",16.7793028336
"[1, 2, 4, 3, 5, 7, 6, 9, 8, 10]",3.3670532758
"[1, 2, 4, 3, 5, 7, 6, 9, 8]",7.1042400262
"[1, 2, 4, 3, 5, 7, 6]",57.9075900275
"[1, 2, 4, 3, 5, 7, 8, 6, 10, 9]",2.2438761017
"[1, 2, 4, 3, 5, 7, 8, 6, 9, 10]",4.4753713202
"[1, 2, 4, 3, 5, 7, 8, 6, 9, 11, 10]",2.4579674116
"[1, 2, 4, 3, 5, 7, 8, 6, 9]",7.1330460763
"[1, 2, 4, 3, 5, 7, 8, 6]",15.8995449363
"[1, 2, 4, 3, 5, 7, 8, 9, 6]",4.0656117445
"[1, 2, 4, 3, 5, 7, 9, 8, 6]",4.6100695961
"[1, 2, 4, 3, 5, 8, 6, 7, 9, 10]",2.5254219620
"[1, 2, 4, 3, 5, 8, 6, 7, 9]",3.7510054017
"[1, 2, 4, 3, 5, 8, 6, 7]",7.7673616268
"[1, 2, 4, 3, 5, 8, 7, 6, 9]",2.1305671499
"[1, 2, 4, 3, 5, 8, 7, 6]",14.2148324847
"[1, 2, 4, 3, 5, 8, 9, 7, 6]",3.4424558989
"[1, 2, 4, 3, 5, 9, 10, 8, 7, 6]",2.1698640392
"[1, 2, 4, 3, 5, 9, 7, 6, 8]",2.8292276746
"[1, 2, 4, 3, 5, 9, 7, 8, 6]",2.0213596460
"[1, 2, 4, 3, 5, 9, 8, 6, 7]",4.1812529994
"[1, 2, 4, 3, 5, 9, 8, 7, 6]",4.0904355914
"[1, 2, 4, 3, 5]",357.8606888257
"[1, 2, 4, 3, 6, 5, 7, 8, 10, 9, 11]",2.3506675997
"[1, 2, 4, 3, 6, 5, 7, 8, 10, 9]",4.6588729077
"[1, 2, 4, 3, 6, 5, 7, 8, 9]",7.9495683671
"[1, 2, 4, 3, 6, 5, 7, 8]",16.2988210635
"[1, 2, 4, 3, 6, 5, 7, 9, 8]",3.8018893692
"[1, 2, 4, 3, 6, 5, 7]",33.4238238034
"[1, 2, 4, 3, 6, 5, 8, 7, 9]",2.1841482018
"[1, 2, 4, 3, 6, 5, 8, 7]",5.2893840864
"[1, 2, 4, 3, 6, 5]",76.8835619994
"[1, 2, 4, 3, 6, 7, 5, 8]",2.3239793115
"[1, 2, 4, 3, 6, 7, 5]",15.0742782853
"[1, 2, 4, 3, 6, 7, 8, 5, 9]",2.3916527799
"[1, 2, 4, 3, 6, 7, 8, 5]",9.1072906921
"[1, 2, 4, 3, 6, 7, 9, 5, 8]",2.6888673646
"[1, 2, 4, 3, 6, 7, 9, 8, 5]",2.5767827186
"[1, 2, 4, 3, 6, 8, 5, 7]",2.2157760394
"[1, 2, 4, 3, 6, 8, 7, 5]",7.7335046266
"[1, 2, 4, 3, 7, 5, 6, 8, 9]",2.0041989839
"[1, 2, 4, 3, 7, 5, 6, 8]",3.2459790832
"[1, 2, 4, 3, 7, 5, 6]",7.5505296142
"[1, 2, 4, 3, 7, 5, 8, 6]",3.6451716019
"[1, 2, 4, 3, 7, 6, 5, 8]",4.4267775991
"[1, 2, 4, 3, 7, 6, 5]",15.2158577883
"[1, 2, 4, 3, 7, 6, 8, 5]",3.9393208776
"[1, 2, 4, 3, 7, 8, 5, 6]",2.3030201657
"[1, 2, 4, 3, 7, 8, 6, 5]",4.4745839892
"[1, 2, 4, 3, 8, 6, 5, 7]",2.2903089143
"[1, 2, 4, 3, 8, 6, 7, 5]",2.7503268582
"[1, 2, 4, 3, 8, 7, 6, 5]",3.9422449303
"[1, 2, 4, 3]",1058.4536295527
"[1, 2, 4, 5, 3, 6, 7, 8, 9, 10, 11]",2.2512676247
"[1, 2, 4, 5, 3, 6, 7, 8, 9, 10]",4.6156141719
"[1, 2, 4, 5, 3, 6, 7, 8, 9]",11.2049187955
"[1, 2, 4, 5, 3, 6, 7, 8]",20.8939545936
"[1, 2, 4, 5, 3, 6, 7, 9, 10, 8]",2.1045922430
"[1, 2, 4, 5, 3, 6, 7, 9, 8]",5.0957301806
"[1, 2, 4, 5, 3, 6, 7]",39.7156706911
"[1, 2, 4, 5, 3, 6, 8, 7, 9]",2.0192050053
"[1, 2, 4, 5, 3, 6, 8, 7]",10.4848167337
"[1, 2, 4, 5, 3, 6, 8, 9, 10, 7]",2.1014362531
"[1, 2, 4, 5, 3, 6, 8, 9, 7]",2.7226257447
"[1, 2, 4, 5, 3, 6, 9, 7, 8]",2.2320338518
"[1, 2, 4, 5, 3, 6]",65.4666627165
"[1, 2, 4, 5, 3, 7, 6, 8, 9]",2.4943152719
"[1, 2, 4, 5, 3, 7, 6, 8]",4.7913647386
"[1, 2, 4, 5, 3, 7, 6]",12.0330681817
"[1, 2, 4, 5, 3, 7, 8, 6]",4.8509803776
"[1, 2, 4, 5, 3, 7, 9, 8, 6]",3.1111305464
"[1, 2, 4, 5, 3, 8, 7, 6]",2.7625686816
"[1, 2, 4, 5, 3]",288.8355766475
"[1, 2, 4, 5, 6, 3, 7, 8, 9]",2.4701353871
"[1, 2, 4, 5, 6, 3, 7, 8]",4.9717318351
"[1, 2, 4, 5, 6, 3, 7]",10.1885473336
"[1, 2, 4, 5, 6, 3]",58.3647200002
"[1, 2, 4, 5, 6, 7, 3, 8, 9]",2.0918389589
"[1, 2, 4, 5, 6, 7, 3, 8]",2.4715329348
"[1, 2, 4, 5, 6, 7, 3]",11.8988493767
"[1, 2, 4, 5, 6, 7, 8, 3]",2.3689718179
"[1, 2, 4, 5, 6, 8, 7, 3]",4.3221028648
"[1, 2, 4, 5, 6, 8, 9, 7, 3]",2.3960099283
"[1, 2, 4, 5, 7, 3, 6, 8, 9]",3.2587482827
"[1, 2, 4, 5, 7, 3, 6, 8]",3.2586068838
"[1, 2, 4, 5, 7, 3, 6]",4.7128920089
"[1, 2, 4, 5, 7, 6, 3, 8, 9]",2.1416220552
"[1, 2, 4, 5, 7, 6, 3, 8]",2.6437528811
"[1, 2, 4, 5, 7, 6, 3]",17.6281894886
"[1, 2, 4, 5, 7, 8, 3, 6]",2.8780165553
"[1, 2, 4, 5, 7, 8, 6, 3, 9]",2.1041596758
"[1, 2, 4, 5, 7, 8, 6, 3]",7.5996109752
"[1, 2, 4, 5, 8, 6, 7, 3]",4.4504170726
"[1, 2, 4, 5, 8, 7, 6, 3]",5.9286508755
"[1, 2, 4, 6, 3, 5, 7, 8, 10, 9, 11, 12, 13]",2.4268877028
"[1, 2, 4, 6, 3, 5, 7, 8, 10, 9, 11, 12]",2.4267823989
"[1, 2, 4, 6, 3, 5, 7, 8, 10, 9, 11]",2.4266770995
"[1, 2, 4, 6, 3, 5, 7, 8, 10, 9]",6.6160676001
"[1, 2, 4, 6, 3, 5, 7, 8, 9]",9.9394800101
"[1, 2, 4, 6, 3, 5, 7, 8]",13.6078386748
"[1, 2, 4, 6, 3, 5, 7]",16.6230607592
"[1, 2, 4, 6, 3, 5]",36.0687269115
"[1, 2, 4, 6, 3, 7, 5]",2.2412665304
"[1, 2, 4, 6, 5, 3, 7, 8, 9, 10]",3.9487709559
"[1, 2, 4, 6, 5, 3, 7, 8, 9]",6.1187460103
"[1, 2, 4, 6, 5, 3, 7, 8]",7.9683421082
"[1, 2, 4, 6, 5, 3, 7]",12.4346927987
"[1, 2, 4, 6, 5, 3, 8, 7]",2.3522830459
"[1, 2, 4, 6, 5, 3]",87.4191002731
"[1, 2, 4, 6, 5, 7, 3]",3.5536715332
"[1, 2, 4, 6, 5, 7, 9, 8, 3]",2.3994621806
"[1, 2, 4, 6, 7, 3, 5]",7.6403938719
"[1, 2, 4, 6, 7, 5, 3]",16.0074450516
"[1, 2, 4, 6, 8, 7, 3, 5]",2.8624469705
"[1, 2, 4, 6, 8, 7, 5, 3]",5.0884989323
"[1, 2, 4, 6, 9, 7, 8, 3, 5]",2.7052432708
"[1, 2, 4, 6, 9, 8, 7, 5, 3]",2.1462542996
"[1, 2, 4, 7, 3, 5, 6]",5.8158317363
"[1, 2, 4, 7, 3, 6, 5]",3.2535568678
"[1, 2, 4, 7, 5, 3, 6, 8]",2.2157057348
"[1, 2, 4, 7, 5, 3, 6]",7.1187661929
"[1, 2, 4, 7, 5, 6, 3]",10.0355474837
"[1, 2, 4, 7, 5, 6, 9, 8, 3]",2.0909422411
"[1, 2, 4, 7, 6, 3, 5]",11.3492411913
"[1, 2, 4, 7, 6, 5, 3]",16.8310828392
"[1, 2, 4, 7, 6, 8, 5, 3]",2.9748541512
"[1, 2, 4, 7, 8, 3, 6, 5]",2.9103212168
"[1, 2, 4, 7, 8, 5, 6, 3]",3.3505007262
"[1, 2, 4, 7, 8, 6, 3, 5]",3.2917632475
"[1, 2, 4, 7, 8, 6, 5, 3]",5.2357543869
"[1, 2, 4, 8, 3, 5, 6, 7]",2.5118450626
"[1, 2, 4, 8, 6, 3, 5, 7]",3.7251994530
"[1, 2, 4, 8, 6, 7, 5, 3]",2.4700888218
"[1, 2, 4, 8, 7, 6, 3, 5]",2.3751232403
"[1, 2, 4, 8, 7, 6, 5, 3]",3.3996772594
"[1, 2, 4, 8, 9, 7, 5, 6, 3]",2.1002470303
"[1, 2, 5, 3, 4, 6, 7, 8, 10, 9]",2.0387378624
"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11]",3.8154163525
"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10]",6.3811148074
"[1, 2, 5, 3, 4, 6, 7, 8, 9]",10.8214534752
"[1, 2, 5, 3, 4, 6, 7, 8]",19.4245878987
"[1, 2, 5, 3, 4, 6, 7, 9, 8]",3.6308869584
"[1, 2, 5, 3, 4, 6, 7]",38.4259673220
"[1, 2, 5, 3, 4, 6, 8, 7, 9, 10]",2.8469375959
"[1, 2, 5, 3, 4, 6, 8, 7, 9]",3.4207998963
"[1, 2, 5, 3, 4, 6, 8, 7]",10.6567700965
"[1, 2, 5, 3, 4, 6, 9, 7, 8]",2.5816759054
"[1, 2, 5, 3, 4, 6, 9, 8, 7]",2.8303063676
"[1, 2, 5, 3, 4, 6]",68.0249061007
"[1, 2, 5, 3, 4, 7, 6, 8]",4.8260927980
"[1, 2, 5, 3, 4, 7, 6]",15.4479598535
"[1, 2, 5, 3, 4, 7, 8, 6]",5.1841796015
"[1, 2, 5, 3, 4]",162.0047854383
"[1, 2, 5, 3, 6, 4, 7, 8]",2.9931877766
"[1, 2, 5, 3, 6, 4, 7]",4.4827411616
"[1, 2, 5, 3, 6, 4]",22.7955095183
"[1, 2, 5, 3, 6, 7, 4, 8, 9, 10]",2.4415129145
"[1, 2, 5, 3, 6, 7, 4, 8, 9]",3.2956002045
"[1, 2, 5, 3, 6, 7, 4, 8]",4.1620073795
"[1, 2, 5, 3, 6, 7, 4]",8.5115356332
"[1, 2, 5, 3, 7, 4, 6]",4.6894968500
"[1, 2, 5, 3, 7, 6, 4]",7.7001904345
"[1, 2, 5, 4, 3, 6, 7, 8, 10, 9]",3.9357475205
"[1, 2, 5, 4, 3, 6, 7, 8, 9, 10, 11, 12]",2.6075424297
"[1, 2, 5, 4, 3, 6, 7, 8, 9, 10, 11]",3.8424079417
"[1, 2, 5, 4, 3, 6, 7, 8, 9, 10]",6.3017056410
"[1, 2, 5, 4, 3, 6, 7, 8, 9]",10.6806383427
"[1, 2, 5, 4, 3, 6, 7, 8]",18.9750749253
"[1, 2, 5, 4, 3, 6, 7, 9, 8]",3.1755450562
"[1, 2, 5, 4, 3, 6, 7]",32.9385378743
"[1, 2, 5, 4, 3, 6, 8, 7, 9]",2.5408421385
"[1, 2, 5, 4, 3, 6, 8, 7]",10.4672429459
"[1, 2, 5, 4, 3, 6, 9, 7, 8]",2.2242914736
"[1, 2, 5, 4, 3, 6, 9, 8, 7, 10]",2.4263555696
"[1, 2, 5, 4, 3, 6, 9, 8, 7]",4.2479068467
"[1, 2, 5, 4, 3, 6]",65.9781889291
"[1, 2, 5, 4, 3, 7, 6, 8, 9]",2.6112002892
"[1, 2, 5, 4, 3, 7, 6, 8]",6.9617863765
"[1, 2, 5, 4, 3, 7, 6, 9, 8, 10, 11]",2.1892185805
"[1, 2, 5, 4, 3, 7, 6, 9, 8, 10]",2.1891235891
"[1, 2, 5, 4, 3, 7, 6, 9, 8]",3.1391153887
"[1, 2, 5, 4, 3, 7, 6]",17.0691810790
"[1, 2, 5, 4, 3, 8, 7, 6]",5.9984491481
"[1, 2, 5, 4, 3]",231.2812157889
"[1, 2, 5, 4, 6, 3, 7, 8]",2.7000816460
"[1, 2, 5, 4, 6, 3, 7]",5.1480574557
"[1, 2, 5, 4, 6, 3]",26.5769856961
"[1, 2, 5, 4, 6, 7, 3]",9.4132026241
"[1, 2, 5, 4, 7, 3, 6]",4.9937726118
"[1, 2, 5, 4, 7, 6, 3]",6.6603003047
"[1, 2, 5, 4, 8, 7, 6, 3]",2.0475864807
"[1, 2, 5, 6, 3, 4, 7, 8]",5.5232774285
"[1, 2, 5, 6, 3, 4, 7]",9.2344950433
"[1, 2, 5, 6, 3, 4, 8, 7]",3.7116183218
"[1, 2, 5, 6, 3, 4]",37.2279970349
"[1, 2, 5, 6, 3, 7, 4]",2.4459567614
"[1, 2, 5, 6, 4, 3, 7, 8, 9]",3.3169061124
"[1, 2, 5, 6, 4, 3, 7, 8]",8.1162599177
"[1, 2, 5, 6, 4, 3, 7, 9, 8]",4.1802757136
"[1, 2, 5, 6, 4, 3, 7]",11.1745039260
"[1, 2, 5, 6, 4, 3, 8, 7]",2.0200424685
"[1, 2, 5, 6, 4, 3]",66.3042346715
"[1, 2, 5, 6, 4, 7, 3]",3.5175535402
"[1, 2, 5, 6, 7, 3, 4, 8]",2.5426459401
"[1, 2, 5, 6, 7, 3, 4]",9.1867395603
"[1, 2, 5, 6, 7, 4, 3, 8]",2.4042344123
"[1, 2, 5, 6, 7, 4, 3]",13.7981000844
"[1, 2, 5, 6, 7, 8, 3, 4]",2.5194806204
"[1, 2, 5, 6, 8, 7, 3, 4]",2.6103983407
"[1, 2, 5, 6, 8, 7, 4, 3]",3.6458061325
"[1, 2, 5, 6, 9, 8, 7, 4, 3]",2.3343550063
"[1, 2, 5, 7, 3, 4, 6]",2.1692519612
"[1, 2, 5, 7, 3, 6, 4]",2.3739355442
"[1, 2, 5, 7, 4, 3, 6, 8]",3.2082186040
"[1, 2, 5, 7, 4, 3, 6]",4.5188227999
"[1, 2, 5, 7, 4, 6, 3]",3.3128331664
"[1, 2, 5, 7, 6, 3, 4, 8, 9]",3.6587266649
"[1, 2, 5, 7, 6, 3, 4, 8]",4.1448793621
"[1, 2, 5, 7, 6, 3, 4]",11.8153992714
"[1, 2, 5, 7, 6, 4, 3]",21.6972980355
"[1, 2, 5, 7, 6, 8, 4, 3]",2.2382005935
"[1, 2, 5, 7, 8, 6, 3, 4]",2.1365363621
"[1, 2, 5, 7, 8, 6, 4, 3]",3.9130966388
"[1, 2, 5, 8, 6, 3, 4, 9, 10, 7]",2.3133125964
"[1, 2, 5, 8, 6, 7, 4, 3]",2.4188463812
"[1, 2, 5, 8, 7, 6, 3, 4]",4.0876246216
"[1, 2, 6, 3, 4, 5, 7, 8, 9]",2.2416505777
"[1, 2, 6, 3, 4, 5, 7, 8]",4.3199652934
"[1, 2, 6, 3, 4, 5, 7, 9, 8]",2.0785021695
"[1, 2, 6, 3, 4, 5, 7]",8.1736684336
"[1, 2, 6, 3, 4, 5]",16.6453330902
"[1, 2, 6, 3, 4, 7, 5]",3.9110057446
"[1, 2, 6, 3, 5, 4, 7]",2.9878596495
"[1, 2, 6, 3, 5, 4]",16.1950953766
"[1, 2, 6, 4, 3, 5, 7, 8, 9]",2.6847476470
"[1, 2, 6, 4, 3, 5, 7, 8]",4.3429182540
"[1, 2, 6, 4, 3, 5, 7]",8.5070062762
"[1, 2, 6, 4, 3, 5]",22.3350155644
"[1, 2, 6, 4, 3, 7, 5]",6.2849279469
"[1, 2, 6, 4, 3, 8, 5, 7, 9]",2.2109163542
"[1, 2, 6, 4, 3, 8, 5, 7]",2.2108204213
"[1, 2, 6, 4, 5, 3, 7]",3.9829502147
"[1, 2, 6, 4, 5, 3]",22.4097764323
"[1, 2, 6, 4, 5, 7, 3]",4.4263988763
"[1, 2, 6, 4, 5, 8, 7, 3]",2.3940751633
"[1, 2, 6, 4, 7, 3, 5, 8]",2.2588727665
"[1, 2, 6, 4, 7, 3, 5]",4.3268259369
"[1, 2, 6, 4, 7, 5, 3]",4.5463748518
"[1, 2, 6, 5, 3, 4, 7, 8]",4.0777536655
"[1, 2, 6, 5, 3, 4, 7, 9, 8]",2.5038840961
"[1, 2, 6, 5, 3, 4, 7]",6.9836950542
"[1, 2, 6, 5, 3, 4, 8, 7]",2.4905880529
"[1, 2, 6, 5, 3, 4]",28.6541757921
"[1, 2, 6, 5, 3, 7, 4]",2.3213566234
"[1, 2, 6, 5, 4, 3, 7, 8, 10, 9]",2.4960813823
"[1, 2, 6, 5, 4, 3, 7, 8, 9]",3.0018054488
"[1, 2, 6, 5, 4, 3, 7, 8]",5.4895352865
"[1, 2, 6, 5, 4, 3, 7]",8.1921985971
"[1, 2, 6, 5, 4, 3]",42.3978039231
"[1, 2, 6, 5, 7, 3, 4]",3.6334373632
"[1, 2, 6, 5, 7, 8, 4, 3]",5.3111183831
"[1, 2, 6, 7, 3, 4, 5]",3.8283958325
"[1, 2, 6, 7, 3, 5, 4]",3.9361124526
"[1, 2, 6, 7, 4, 3, 5]",4.9946904295
"[1, 2, 6, 7, 4, 5, 3]",5.9666236627
"[1, 2, 6, 7, 5, 3, 4, 8, 9]",2.3276063910
"[1, 2, 6, 7, 5, 3, 4, 8]",2.7012090039
"[1, 2, 6, 7, 5, 3, 4]",11.9943937849
"[1, 2, 6, 7, 5, 4, 3]",13.0841616944
"[1, 2, 6, 7, 8, 5, 3, 4, 9]",2.2182348028
"[1, 2, 6, 7, 8, 5, 3, 4]",2.8992304948
"[1, 2, 6, 8, 7, 4, 3, 5]",3.1263001166
"[1, 2, 6, 8, 7, 5, 3, 4]",2.4485778319
"[1, 2, 6, 8, 7, 5, 4, 3]",5.0176677311
"[1, 2, 7, 3, 4, 5, 6]",2.7472357226
"[1, 2, 7, 3, 5, 4, 6]",2.0213915546
"[1, 2, 7, 3, 6, 4, 5]",2.0066429734
"[1, 2, 7, 4, 3, 5, 6, 8, 9]",2.6917681870
"[1, 2, 7, 4, 3, 5, 6, 8]",2.6916513898
"[1, 2, 7, 4, 3, 5, 6]",2.6915345976
"[1, 2, 7, 4, 3, 6, 5]",2.3757474295
"[1, 2, 7, 4, 5, 6, 3]",2.0899191900
"[1, 2, 7, 4, 6, 5, 3]",3.1410622847
"[1, 2, 7, 5, 3, 4, 6]",3.3269303391
"[1, 2, 7, 5, 3, 6, 4]",4.6874152088
"[1, 2, 7, 5, 4, 3, 6]",2.9897425290
"[1, 2, 7, 5, 6, 3, 4]",4.3512746862
"[1, 2, 7, 5, 6, 4, 3]",3.9286580868
"[1, 2, 7, 6, 3, 4, 5]",7.1666208090
"[1, 2, 7, 6, 3, 5, 4]",2.3684080147
"[1, 2, 7, 6, 4, 3, 5, 8]",2.5216541869
"[1, 2, 7, 6, 4, 3, 5]",7.7931596158
"[1, 2, 7, 6, 4, 5, 3, 8]",2.1813170917
"[1, 2, 7, 6, 4, 5, 3]",3.5906451120
"[1, 2, 7, 6, 5, 3, 4]",5.3759157807
"[1, 2, 7, 6, 5, 4, 3]",6.5767148549
"[1, 2, 7, 8, 5, 6, 4, 3]",2.1268401628
"[1, 2, 7, 8, 6, 4, 3, 5]",3.1691767703
"[1, 2, 7, 8, 6, 5, 4, 3]",2.4723424418
"[1, 2, 7, 9, 8, 6, 5, 4, 3]",2.7207456569
"[1, 2, 8, 7, 3, 4, 5, 6]",2.6134755142
"[1, 2, 8, 7, 4, 3, 6, 5]",2.0273004447
"[1, 2, 8, 7, 6, 3, 5, 4]",2.6333381669
"[1, 2]",7663.4813201056
"[1, 3, 2, 4, 5, 6, 7, 8, 10, 9]",3.6751480631
"[1, 3, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12]",2.1703531252
"[1, 3, 2, 4, 5, 6, 7, 8, 9, 10, 11]",4.2463894467
"[1, 3, 2, 4, 5, 6, 7, 8, 9, 10]",6.8495059858
"[1, 3, 2, 4, 5, 6, 7, 8, 9]",17.8499092531
"[1, 3, 2, 4, 5, 6, 7, 8]",37.1366951923
"[1, 3, 2, 4, 5, 6, 7, 9, 10, 8]",4.8635204496
"[1, 3, 2, 4, 5, 6, 7, 9, 8, 10]",3.3671656848
"[1, 3, 2, 4, 5, 6, 7, 9, 8, 11, 10]",2.4213174416
"[1, 3, 2, 4, 5, 6, 7, 9, 8]",9.6321503453
"[1, 3, 2, 4, 5, 6, 7]",81.6056649847
"[1, 3, 2, 4, 5, 6, 8, 10, 9, 7]",3.5435628204
"[1, 3, 2, 4, 5, 6, 8, 7, 10, 11, 12, 9]",3.3460234582
"[1, 3, 2, 4, 5, 6, 8, 7, 10, 9]",2.0221375722
"[1, 3, 2, 4, 5, 6, 8, 7, 9, 10, 11]",4.5658250618
"[1, 3, 2, 4, 5, 6, 8, 7, 9, 10]",4.5656269482
"[1, 3, 2, 4, 5, 6, 8, 7, 9]",8.1182927524
"[1, 3, 2, 4, 5, 6, 8, 7]",29.5565392770
"[1, 3, 2, 4, 5, 6, 8, 9, 7, 10, 11]",2.4078189194
"[1, 3, 2, 4, 5, 6, 8, 9, 7, 10]",2.4077144429
"[1, 3, 2, 4, 5, 6, 8, 9, 7]",5.4400346905
"[1, 3, 2, 4, 5, 6, 9, 7, 8]",2.2548159929
"[1, 3, 2, 4, 5, 6, 9, 8, 7, 10]",3.2113158824
"[1, 3, 2, 4, 5, 6, 9, 8, 7]",5.4485070425
"[1, 3, 2, 4, 5, 6]",185.0524657980
"[1, 3, 2, 4, 5, 7, 6, 8, 10, 9]",6.5456541687
"[1, 3, 2, 4, 5, 7, 6, 8, 9, 10, 11]",2.9579600425
"[1, 3, 2, 4, 5, 7, 6, 8, 9, 10]",3.8579933254
"[1, 3, 2, 4, 5, 7, 6, 8, 9]",12.8775665267
"[1, 3, 2, 4, 5, 7, 6, 8]",20.8719215195
"[1, 3, 2, 4, 5, 7, 6, 9, 8]",3.0982003487
"[1, 3, 2, 4, 5, 7, 6]",47.3208753458
"[1, 3, 2, 4, 5, 7, 8, 6]",4.3336231452
"[1, 3, 2, 4, 5, 7, 8, 9, 6]",2.1435614310
"[1, 3, 2, 4, 5, 7, 9, 8, 6]",6.6599157063
"[1, 3, 2, 4, 5, 8, 6, 7, 9, 10, 11]",2.1122610051
"[1, 3, 2, 4, 5, 8, 6, 7, 9, 10]",2.1121693530
